Date,Model,EECU (hours),Completed,EECU (hours/task)
2025-10-22,PT-JPL,0.5,66,0.007575757575757576
2025-10-22,SIMS,0.2,78,0.002564102564102564
2025-10-22,SSEBop,1.4,117,0.011965811965811965
2025-10-22,eeMETRIC,6.0,83,0.07228915662650602
2025-10-21,SIMS,0.2,46,0.004347826086956522
2025-10-21,SSEBop,1.6,48,0.03333333333333333
2025-10-21,eeMETRIC,6.5,47,0.13829787234042554
2025-10-20,SIMS,0.2,78,0.002564102564102564
2025-10-20,SSEBop,1.6,50,0.032
2025-10-20,eeMETRIC,6.4,46,0.1391304347826087
2025-10-19,PT-JPL,0.6,23,0.02608695652173913
2025-10-19,SIMS,0.2,76,0.002631578947368421
2025-10-19,SSEBop,1.6,81,0.019753086419753086
2025-10-19,eeMETRIC,6.5,65,0.1
2025-10-18,PT-JPL,0.5,34,0.014705882352941176
2025-10-18,SIMS,0.2,91,0.002197802197802198
2025-10-18,SSEBop,1.5,87,0.017241379310344827
2025-10-18,eeMETRIC,6.3,69,0.09130434782608696
2025-10-17,PT-JPL,0.5,32,0.015625
2025-10-17,SIMS,0.2,70,0.002857142857142857
2025-10-17,SSEBop,1.5,86,0.01744186046511628
2025-10-17,eeMETRIC,6.4,80,0.08
2025-10-16,PT-JPL,0.5,41,0.012195121951219513
2025-10-16,SIMS,0.2,88,0.002272727272727273
2025-10-16,SSEBop,1.5,91,0.016483516483516484
2025-10-16,eeMETRIC,6.2,67,0.09253731343283582
2025-10-15,PT-JPL,0.5,36,0.013888888888888888
2025-10-15,SIMS,0.2,79,0.002531645569620253
2025-10-15,SSEBop,1.6,75,0.021333333333333336
2025-10-15,eeMETRIC,6.3,70,0.09
2025-10-14,PT-JPL,0.5,46,0.010869565217391304
2025-10-14,SIMS,0.2,82,0.0024390243902439024
2025-10-14,SSEBop,1.5,92,0.016304347826086956
2025-10-14,eeMETRIC,6.1,62,0.09838709677419354
2025-10-13,PT-JPL,0.5,41,0.012195121951219513
2025-10-13,SIMS,0.3,88,0.003409090909090909
2025-10-13,SSEBop,1.5,90,0.016666666666666666
2025-10-13,eeMETRIC,6.3,65,0.09692307692307692
2025-10-12,PT-JPL,0.6,30,0.02
2025-10-12,SIMS,0.2,90,0.0022222222222222222
2025-10-12,SSEBop,1.6,87,0.01839080459770115
2025-10-12,eeMETRIC,6.4,64,0.1
2025-10-11,PT-JPL,0.5,43,0.011627906976744186
2025-10-11,SIMS,0.2,95,0.002105263157894737
2025-10-11,SSEBop,1.6,90,0.017777777777777778
2025-10-11,eeMETRIC,6.2,71,0.08732394366197184
2025-10-10,PT-JPL,0.6,36,0.016666666666666666
2025-10-10,SIMS,0.2,72,0.002777777777777778
2025-10-10,SSEBop,1.6,85,0.018823529411764708
2025-10-10,eeMETRIC,6.2,76,0.08157894736842106
2025-10-09,PT-JPL,0.6,48,0.012499999999999999
2025-10-09,SIMS,0.2,93,0.002150537634408602
2025-10-09,SSEBop,1.5,103,0.014563106796116505
2025-10-09,eeMETRIC,6.3,71,0.08873239436619718
2025-10-08,PT-JPL,0.6,37,0.016216216216216217
2025-10-08,SIMS,0.2,97,0.002061855670103093
2025-10-08,SSEBop,1.6,92,0.017391304347826087
2025-10-08,eeMETRIC,6.2,76,0.08157894736842106
2025-10-07,PT-JPL,0.5,41,0.012195121951219513
2025-10-07,SIMS,0.2,80,0.0025
2025-10-07,SSEBop,1.6,86,0.018604651162790697
2025-10-07,eeMETRIC,6.6,79,0.08354430379746836
2025-10-06,PT-JPL,0.5,34,0.014705882352941176
2025-10-06,SIMS,0.2,84,0.002380952380952381
2025-10-06,SSEBop,1.6,85,0.018823529411764708
2025-10-06,eeMETRIC,6.4,63,0.10158730158730159
2025-10-05,PT-JPL,0.7,70,0.01
2025-10-05,SIMS,0.2,120,0.0016666666666666668
2025-10-05,SSEBop,1.8,122,0.014754098360655738
2025-10-05,eeMETRIC,6.4,117,0.0547008547008547
2025-10-04,PT-JPL,0.6,107,0.005607476635514018
2025-10-04,SIMS,0.2,157,0.0012738853503184715
2025-10-04,SSEBop,1.7,168,0.01011904761904762
2025-10-04,eeMETRIC,6.7,125,0.0536
2025-10-03,PT-JPL,0.7,56,0.012499999999999999
2025-10-03,SIMS,0.2,78,0.002564102564102564
2025-10-03,SSEBop,1.7,57,0.02982456140350877
2025-10-03,eeMETRIC,6.3,100,0.063
2025-10-02,PT-JPL,0.6,147,0.004081632653061224
2025-10-02,SIMS,0.3,232,0.001293103448275862
2025-10-02,SSEBop,1.7,260,0.006538461538461538
2025-10-02,eeMETRIC,6.5,170,0.03823529411764706
2025-10-01,PT-JPL,0.7,103,0.006796116504854369
2025-10-01,SIMS,0.3,156,0.001923076923076923
2025-10-01,SSEBop,1.7,158,0.010759493670886076
2025-10-01,eeMETRIC,6.4,142,0.04507042253521127
2025-09-30,PT-JPL,0.5,38,0.013157894736842105
2025-09-30,SIMS,0.2,91,0.002197802197802198
2025-09-30,SSEBop,1.4,91,0.015384615384615384
2025-09-30,eeMETRIC,6.0,68,0.08823529411764706
2025-09-29,PT-JPL,0.6,36,0.016666666666666666
2025-09-29,SIMS,0.2,88,0.002272727272727273
2025-09-29,SSEBop,1.6,88,0.018181818181818184
2025-09-29,eeMETRIC,6.2,71,0.08732394366197184
2025-09-28,PT-JPL,0.6,35,0.017142857142857144
2025-09-28,SIMS,0.2,86,0.002325581395348837
2025-09-28,SSEBop,1.5,86,0.01744186046511628
2025-09-28,eeMETRIC,6.7,61,0.1098360655737705
2025-09-27,PT-JPL,0.5,45,0.011111111111111112
2025-09-27,SIMS,0.2,84,0.002380952380952381
2025-09-27,SSEBop,1.6,91,0.017582417582417582
2025-09-27,eeMETRIC,6.2,76,0.08157894736842106
2025-09-26,PT-JPL,0.6,128,0.0046875
2025-09-26,SIMS,0.2,154,0.0012987012987012987
2025-09-26,SSEBop,1.5,176,0.008522727272727272
2025-09-26,eeMETRIC,6.2,141,0.04397163120567376
2025-09-25,PT-JPL,0.6,4,0.15
2025-09-25,SIMS,0.2,107,0.001869158878504673
2025-09-25,SSEBop,1.5,47,0.031914893617021274
2025-09-25,eeMETRIC,6.1,49,0.12448979591836734
2025-09-24,PT-JPL,0.6,30,0.02
2025-09-24,SIMS,0.2,55,0.0036363636363636364
2025-09-24,SSEBop,1.5,78,0.019230769230769232
2025-09-24,eeMETRIC,6.1,61,0.09999999999999999
2025-09-23,PT-JPL,0.6,161,0.0037267080745341614
2025-09-23,SIMS,0.2,185,0.001081081081081081
2025-09-23,SSEBop,1.4,213,0.006572769953051643
2025-09-23,eeMETRIC,6.0,183,0.03278688524590164
2025-09-22,PT-JPL,0.6,44,0.013636363636363636
2025-09-22,SIMS,0.2,78,0.002564102564102564
2025-09-22,SSEBop,1.4,92,0.015217391304347825
2025-09-22,eeMETRIC,5.7,76,0.075
2025-09-21,PT-JPL,0.5,72,0.006944444444444444
2025-09-21,SIMS,0.2,109,0.001834862385321101
2025-09-21,SSEBop,1.4,112,0.012499999999999999
2025-09-21,eeMETRIC,6.0,94,0.06382978723404255
2025-09-20,PT-JPL,0.5,36,0.013888888888888888
2025-09-20,SIMS,0.2,91,0.002197802197802198
2025-09-20,SSEBop,1.3,82,0.015853658536585366
2025-09-20,eeMETRIC,6.1,58,0.10517241379310344
2025-09-19,PT-JPL,0.5,32,0.015625
2025-09-19,SIMS,0.2,81,0.0024691358024691358
2025-09-19,SSEBop,1.4,84,0.016666666666666666
2025-09-19,eeMETRIC,6.1,67,0.09104477611940298
2025-09-18,PT-JPL,0.5,51,0.00980392156862745
2025-09-18,SIMS,0.2,89,0.0022471910112359553
2025-09-18,SSEBop,1.3,97,0.013402061855670104
2025-09-18,eeMETRIC,5.7,77,0.07402597402597402
2025-09-17,PT-JPL,0.5,38,0.013157894736842105
2025-09-17,SIMS,0.2,91,0.002197802197802198
2025-09-17,SSEBop,1.4,39,0.035897435897435895
2025-09-17,eeMETRIC,6.1,72,0.08472222222222221
2025-09-16,PT-JPL,0.5,49,0.01020408163265306
2025-09-16,SIMS,0.2,25,0.008
2025-09-16,SSEBop,1.5,152,0.009868421052631578
2025-09-16,eeMETRIC,6.2,24,0.25833333333333336
2025-09-15,PT-JPL,0.5,42,0.011904761904761904
2025-09-15,SIMS,0.2,65,0.003076923076923077
2025-09-15,SSEBop,1.5,97,0.015463917525773196
2025-09-15,eeMETRIC,5.9,123,0.047967479674796754
2025-09-14,PT-JPL,0.5,112,0.004464285714285714
2025-09-14,SIMS,0.2,153,0.0013071895424836603
2025-09-14,SSEBop,1.4,157,0.008917197452229299
2025-09-14,eeMETRIC,5.6,139,0.04028776978417266
2025-09-13,PT-JPL,0.6,140,0.004285714285714286
2025-09-13,SIMS,0.2,191,0.0010471204188481676
2025-09-13,SSEBop,1.6,189,0.008465608465608466
2025-09-13,eeMETRIC,6.1,172,0.035465116279069765
2025-09-12,PT-JPL,0.6,28,0.02142857142857143
2025-09-12,SIMS,0.2,173,0.0011560693641618498
2025-09-12,SSEBop,1.6,171,0.00935672514619883
2025-09-12,eeMETRIC,6.2,63,0.09841269841269841
2025-09-11,PT-JPL,0.5,39,0.01282051282051282
2025-09-11,SIMS,0.2,41,0.004878048780487805
2025-09-11,SSEBop,1.2,40,0.03
2025-09-11,eeMETRIC,6.3,155,0.04064516129032258
2025-09-10,PT-JPL,0.5,33,0.015151515151515152
2025-09-10,SIMS,0.2,50,0.004
2025-09-10,SSEBop,1.4,35,0.04
2025-09-10,eeMETRIC,5.9,20,0.29500000000000004
2025-09-09,PT-JPL,0.5,43,0.011627906976744186
2025-09-09,SIMS,0.2,64,0.003125
2025-09-09,SSEBop,1.4,90,0.015555555555555555
2025-09-09,eeMETRIC,6.5,25,0.26
2025-09-08,PT-JPL,0.5,39,0.01282051282051282
2025-09-08,SIMS,0.2,78,0.002564102564102564
2025-09-08,SSEBop,1.5,88,0.017045454545454544
2025-09-08,eeMETRIC,5.9,72,0.08194444444444444
2025-09-07,PT-JPL,0.5,46,0.010869565217391304
2025-09-07,SIMS,0.2,88,0.002272727272727273
2025-09-07,SSEBop,1.3,92,0.014130434782608696
2025-09-07,eeMETRIC,5.5,71,0.07746478873239436
2025-09-06,PT-JPL,0.6,36,0.016666666666666666
2025-09-06,SIMS,0.2,84,0.002380952380952381
2025-09-06,SSEBop,1.6,82,0.01951219512195122
2025-09-06,eeMETRIC,6.1,65,0.09384615384615384
2025-09-05,PT-JPL,0.6,67,0.008955223880597015
2025-09-05,SIMS,0.2,249,0.0008032128514056225
2025-09-05,SSEBop,1.6,209,0.007655502392344498
2025-09-05,eeMETRIC,6.4,108,0.05925925925925926
2025-09-04,PT-JPL,0.6,161,0.0037267080745341614
2025-09-04,SIMS,0.2,141,0.0014184397163120568
2025-09-04,SSEBop,1.6,169,0.009467455621301775
2025-09-04,eeMETRIC,5.9,282,0.02092198581560284
2025-09-03,PT-JPL,0.4,32,0.0125
2025-09-03,SIMS,0.2,17,0.011764705882352941
2025-09-03,SSEBop,1.2,32,0.0375
2025-09-03,eeMETRIC,6.6,15,0.44
2025-09-02,PT-JPL,0.5,42,0.011904761904761904
2025-09-02,SIMS,0.2,82,0.0024390243902439024
2025-09-02,SSEBop,1.2,44,0.02727272727272727
2025-09-02,eeMETRIC,5.8,27,0.21481481481481482
2025-09-01,PT-JPL,0.4,12,0.03333333333333333
2025-09-01,SIMS,0.2,73,0.0027397260273972603
2025-09-01,SSEBop,0.8,12,0.06666666666666667
2025-09-01,eeMETRIC,6.1,46,0.1326086956521739
2025-08-31,PT-JPL,0.5,39,0.01282051282051282
2025-08-31,SIMS,0.2,87,0.0022988505747126436
2025-08-31,SSEBop,0.7,20,0.034999999999999996
2025-08-31,eeMETRIC,5.8,66,0.08787878787878788
2025-08-30,PT-JPL,0.5,36,0.013888888888888888
2025-08-30,SIMS,0.2,51,0.00392156862745098
2025-08-30,SSEBop,0.9,11,0.08181818181818182
2025-08-30,eeMETRIC,6.0,65,0.09230769230769231
2025-08-29,PT-JPL,0.6,99,0.006060606060606061
2025-08-29,SIMS,0.2,140,0.0014285714285714286
2025-08-29,SSEBop,0.8,56,0.014285714285714287
2025-08-29,eeMETRIC,6.0,138,0.043478260869565216
2025-08-28,PT-JPL,0.6,90,0.006666666666666666
2025-08-28,SIMS,0.2,140,0.0014285714285714286
2025-08-28,SSEBop,1.4,146,0.00958904109589041
2025-08-28,eeMETRIC,6.1,131,0.046564885496183206
2025-08-27,PT-JPL,0.6,22,0.02727272727272727
2025-08-27,SIMS,0.2,62,0.0032258064516129032
2025-08-27,SSEBop,1.5,64,0.0234375
2025-08-27,eeMETRIC,6.2,73,0.08493150684931507
2025-08-26,PT-JPL,0.6,25,0.024
2025-08-26,SIMS,0.2,73,0.0027397260273972603
2025-08-26,SSEBop,1.4,69,0.020289855072463767
2025-08-26,eeMETRIC,5.9,65,0.09076923076923077
2025-08-25,PT-JPL,0.7,21,0.03333333333333333
2025-08-25,SIMS,0.2,68,0.0029411764705882353
2025-08-25,SSEBop,1.4,69,0.020289855072463767
2025-08-25,eeMETRIC,6.5,65,0.1
2025-08-24,PT-JPL,0.6,25,0.024
2025-08-24,SIMS,0.2,72,0.002777777777777778
2025-08-24,SSEBop,1.3,73,0.01780821917808219
2025-08-24,eeMETRIC,5.7,71,0.08028169014084507
2025-08-23,PT-JPL,0.6,122,0.0049180327868852455
2025-08-23,SIMS,0.2,161,0.0012422360248447205
2025-08-23,SSEBop,1.4,174,0.008045977011494253
2025-08-23,eeMETRIC,5.9,168,0.03511904761904762
2025-08-22,PT-JPL,0.6,122,0.0049180327868852455
2025-08-22,SIMS,0.2,168,0.0011904761904761906
2025-08-22,SSEBop,1.4,172,0.00813953488372093
2025-08-22,eeMETRIC,6.0,167,0.03592814371257485
2025-08-21,PT-JPL,0.6,27,0.022222222222222223
2025-08-21,SIMS,0.2,69,0.002898550724637681
2025-08-21,SSEBop,1.4,72,0.019444444444444445
2025-08-21,eeMETRIC,5.7,67,0.08507462686567165
2025-08-20,PT-JPL,0.5,26,0.019230769230769232
2025-08-20,SIMS,0.2,56,0.0035714285714285718
2025-08-20,SSEBop,1.4,60,0.02333333333333333
2025-08-20,eeMETRIC,5.6,68,0.08235294117647059
2025-08-19,PT-JPL,0.6,25,0.024
2025-08-19,SIMS,0.3,66,0.004545454545454545
2025-08-19,SSEBop,1.5,65,0.023076923076923078
2025-08-19,eeMETRIC,6.7,56,0.11964285714285715
2025-08-18,PT-JPL,0.6,23,0.02608695652173913
2025-08-18,SIMS,0.2,69,0.002898550724637681
2025-08-18,SSEBop,1.4,69,0.020289855072463767
2025-08-18,eeMETRIC,5.9,63,0.09365079365079365
2025-08-17,PT-JPL,0.6,59,0.010169491525423728
2025-08-17,SIMS,0.2,148,0.0013513513513513514
2025-08-17,SSEBop,1.4,103,0.013592233009708738
2025-08-17,eeMETRIC,5.7,101,0.05643564356435644
2025-08-16,PT-JPL,0.6,183,0.003278688524590164
2025-08-16,SIMS,0.2,215,0.0009302325581395349
2025-08-16,SSEBop,1.4,240,0.005833333333333333
2025-08-16,eeMETRIC,5.8,224,0.02589285714285714
2025-08-15,PT-JPL,0.6,19,0.031578947368421054
2025-08-15,SIMS,0.2,44,0.004545454545454546
2025-08-15,SSEBop,1.4,66,0.02121212121212121
2025-08-15,eeMETRIC,6.2,67,0.09253731343283582
2025-08-14,PT-JPL,0.6,28,0.02142857142857143
2025-08-14,SIMS,0.2,61,0.003278688524590164
2025-08-14,SSEBop,1.4,72,0.019444444444444445
2025-08-14,eeMETRIC,6.6,71,0.09295774647887324
2025-08-13,PT-JPL,0.6,26,0.023076923076923075
2025-08-13,SIMS,0.2,62,0.0032258064516129032
2025-08-13,SSEBop,1.4,68,0.020588235294117647
2025-08-13,eeMETRIC,5.9,68,0.08676470588235295
2025-08-12,PT-JPL,0.6,35,0.017142857142857144
2025-08-12,SIMS,0.2,87,0.0022988505747126436
2025-08-12,SSEBop,1.4,79,0.01772151898734177
2025-08-12,eeMETRIC,6.1,62,0.09838709677419354
2025-08-11,PT-JPL,0.5,43,0.011627906976744186
2025-08-11,SIMS,0.2,82,0.0024390243902439024
2025-08-11,SSEBop,1.2,82,0.014634146341463414
2025-08-11,eeMETRIC,6.0,68,0.08823529411764706
2025-08-10,PT-JPL,0.5,48,0.010416666666666666
2025-08-10,SIMS,0.2,83,0.0024096385542168677
2025-08-10,SSEBop,1.2,94,0.01276595744680851
2025-08-10,eeMETRIC,5.7,63,0.09047619047619047
2025-08-09,PT-JPL,0.6,163,0.0036809815950920245
2025-08-09,SIMS,0.2,203,0.0009852216748768474
2025-08-09,SSEBop,1.4,213,0.006572769953051643
2025-08-09,eeMETRIC,6.1,191,0.031937172774869106
2025-08-08,PT-JPL,0.5,43,0.011627906976744186
2025-08-08,SIMS,0.2,97,0.002061855670103093
2025-08-08,SSEBop,1.2,93,0.012903225806451613
2025-08-08,eeMETRIC,6.0,61,0.09836065573770492
2025-08-07,PT-JPL,0.6,90,0.006666666666666666
2025-08-07,SIMS,0.2,138,0.0014492753623188406
2025-08-07,SSEBop,1.3,142,0.009154929577464789
2025-08-07,eeMETRIC,6.0,124,0.04838709677419355
2025-08-06,PT-JPL,0.5,44,0.011363636363636364
2025-08-06,SIMS,0.3,97,0.003092783505154639
2025-08-06,SSEBop,1.4,99,0.01414141414141414
2025-08-06,eeMETRIC,6.1,68,0.08970588235294118
2025-08-05,PT-JPL,0.6,44,0.013636363636363636
2025-08-05,SIMS,0.2,87,0.0022988505747126436
2025-08-05,SSEBop,1.3,95,0.01368421052631579
2025-08-05,eeMETRIC,5.8,83,0.06987951807228915
2025-08-04,PT-JPL,0.5,46,0.010869565217391304
2025-08-04,SIMS,0.2,89,0.0022471910112359553
2025-08-04,SSEBop,1.3,92,0.014130434782608696
2025-08-04,eeMETRIC,6.2,69,0.08985507246376812
2025-08-03,PT-JPL,0.6,47,0.01276595744680851
2025-08-03,SIMS,0.2,206,0.0009708737864077671
2025-08-03,SSEBop,1.3,160,0.008125
2025-08-03,eeMETRIC,6.3,73,0.08630136986301369
2025-08-02,PT-JPL,0.5,45,0.011111111111111112
2025-08-02,SIMS,0.2,21,0.009523809523809525
2025-08-02,SSEBop,1.2,47,0.02553191489361702
2025-08-02,eeMETRIC,6.2,130,0.047692307692307694
2025-08-01,PT-JPL,0.6,187,0.0032085561497326204
2025-08-01,SIMS,0.2,159,0.001257861635220126
2025-08-01,SSEBop,1.4,192,0.007291666666666666
2025-08-01,eeMETRIC,6.2,167,0.037125748502994015
2025-07-31,PT-JPL,0.6,38,0.015789473684210527
2025-07-31,SIMS,0.2,81,0.0024691358024691358
2025-07-31,SSEBop,1.3,85,0.015294117647058824
2025-07-31,eeMETRIC,6.0,25,0.24
2025-07-30,PT-JPL,0.5,51,0.00980392156862745
2025-07-30,SIMS,0.2,106,0.0018867924528301887
2025-07-30,SSEBop,1.2,105,0.011428571428571429
2025-07-30,eeMETRIC,6.0,66,0.09090909090909091
2025-07-29,PT-JPL,0.5,36,0.013888888888888888
2025-07-29,SIMS,0.2,63,0.0031746031746031746
2025-07-29,SSEBop,1.4,68,0.020588235294117647
2025-07-29,eeMETRIC,6.0,70,0.08571428571428572
2025-07-28,PT-JPL,0.5,101,0.0049504950495049506
2025-07-28,SIMS,0.2,176,0.0011363636363636365
2025-07-28,SSEBop,1.3,145,0.00896551724137931
2025-07-28,eeMETRIC,6.1,120,0.05083333333333333
2025-07-27,PT-JPL,0.6,204,0.0029411764705882353
2025-07-27,SIMS,0.2,264,0.0007575757575757576
2025-07-27,SSEBop,1.4,248,0.00564516129032258
2025-07-27,eeMETRIC,6.0,233,0.02575107296137339
2025-07-26,PT-JPL,0.5,58,0.008620689655172414
2025-07-26,SIMS,0.2,92,0.002173913043478261
2025-07-26,SSEBop,1.3,94,0.013829787234042554
2025-07-26,eeMETRIC,5.9,79,0.07468354430379748
2025-07-25,PT-JPL,0.5,70,0.007142857142857143
2025-07-25,SIMS,0.2,107,0.001869158878504673
2025-07-25,SSEBop,1.2,110,0.010909090909090908
2025-07-25,eeMETRIC,6.1,86,0.07093023255813953
2025-07-24,PT-JPL,0.6,33,0.01818181818181818
2025-07-24,SIMS,0.2,63,0.0031746031746031746
2025-07-24,SSEBop,1.4,64,0.021875
2025-07-24,eeMETRIC,6.0,58,0.10344827586206896
2025-07-23,DisALEXI,35.7,1246,0.02865168539325843
2025-07-23,PT-JPL,0.4,30,0.013333333333333334
2025-07-23,SIMS,0.2,51,0.00392156862745098
2025-07-23,SSEBop,1.0,52,0.019230769230769232
2025-07-23,eeMETRIC,6.0,30,0.2
2025-07-22,PT-JPL,0.4,24,0.016666666666666666
2025-07-22,SIMS,0.2,54,0.003703703703703704
2025-07-22,SSEBop,1.0,55,0.01818181818181818
2025-07-22,eeMETRIC,5.7,21,0.27142857142857146
2025-07-21,SIMS,0.2,102,0.00196078431372549
2025-07-21,SSEBop,1.4,105,0.013333333333333332
2025-07-21,eeMETRIC,5.9,30,0.19666666666666668
2025-07-20,PT-JPL,0.5,169,0.0029585798816568047
2025-07-20,SIMS,0.2,134,0.0014925373134328358
2025-07-20,SSEBop,1.2,213,0.005633802816901408
2025-07-20,eeMETRIC,6.0,203,0.029556650246305417
2025-07-19,eeMETRIC,5.8,36,0.1611111111111111
2025-07-17,PT-JPL,0.6,48,0.012499999999999999
2025-07-17,SIMS,0.2,72,0.002777777777777778
2025-07-17,SSEBop,1.2,50,0.024
2025-07-17,eeMETRIC,5.6,47,0.11914893617021276
2025-07-16,PT-JPL,0.5,175,0.002857142857142857
2025-07-16,SIMS,0.2,278,0.0007194244604316547
2025-07-16,SSEBop,1.2,273,0.004395604395604396
2025-07-16,eeMETRIC,5.5,155,0.035483870967741936
2025-07-15,PT-JPL,0.5,39,0.01282051282051282
2025-07-15,SIMS,0.2,80,0.0025
2025-07-15,SSEBop,1.2,83,0.014457831325301203
2025-07-15,eeMETRIC,5.5,118,0.046610169491525424
2025-07-14,PT-JPL,0.4,42,0.009523809523809525
2025-07-14,SIMS,0.2,84,0.002380952380952381
2025-07-14,SSEBop,1.0,43,0.023255813953488372
2025-07-14,eeMETRIC,5.3,63,0.08412698412698412
2025-07-13,PT-JPL,0.5,89,0.0056179775280898875
2025-07-13,SIMS,0.2,140,0.0014285714285714286
2025-07-13,SSEBop,1.1,92,0.011956521739130435
2025-07-13,eeMETRIC,5.4,76,0.07105263157894737
2025-07-12,PT-JPL,0.6,151,0.003973509933774834
2025-07-12,SIMS,0.2,191,0.0010471204188481676
2025-07-12,SSEBop,1.3,195,0.006666666666666667
2025-07-12,eeMETRIC,5.7,130,0.04384615384615385
2025-07-11,PT-JPL,0.5,36,0.013888888888888888
2025-07-11,SIMS,0.2,71,0.0028169014084507044
2025-07-11,SSEBop,1.3,71,0.018309859154929577
2025-07-11,eeMETRIC,5.3,61,0.08688524590163935
2025-07-10,PT-JPL,0.4,38,0.010526315789473684
2025-07-10,SIMS,0.2,83,0.0024096385542168677
2025-07-10,SSEBop,1.1,84,0.013095238095238096
2025-07-10,eeMETRIC,5.9,53,0.11132075471698114
2025-07-09,PT-JPL,0.4,43,0.009302325581395349
2025-07-09,SIMS,0.2,84,0.002380952380952381
2025-07-09,SSEBop,1.0,89,0.011235955056179775
2025-07-09,eeMETRIC,5.3,67,0.0791044776119403
2025-07-08,PT-JPL,0.5,33,0.015151515151515152
2025-07-08,SIMS,0.2,59,0.0033898305084745766
2025-07-08,SSEBop,1.1,63,0.01746031746031746
2025-07-08,eeMETRIC,5.6,63,0.08888888888888888
2025-07-07,PT-JPL,0.5,47,0.010638297872340425
2025-07-07,SIMS,0.2,86,0.002325581395348837
2025-07-07,SSEBop,1.1,85,0.012941176470588237
2025-07-07,eeMETRIC,5.6,46,0.1217391304347826
2025-07-06,PT-JPL,0.5,36,0.013888888888888888
2025-07-06,SIMS,0.2,78,0.002564102564102564
2025-07-06,SSEBop,1.3,83,0.01566265060240964
2025-07-06,eeMETRIC,5.5,58,0.09482758620689655
2025-07-05,PT-JPL,0.5,44,0.011363636363636364
2025-07-05,SIMS,0.2,84,0.002380952380952381
2025-07-05,SSEBop,1.0,90,0.011111111111111112
2025-07-05,eeMETRIC,5.2,68,0.07647058823529412
2025-07-04,PT-JPL,0.5,37,0.013513513513513514
2025-07-04,SIMS,0.2,66,0.0030303030303030303
2025-07-04,SSEBop,1.2,69,0.017391304347826087
2025-07-04,eeMETRIC,5.4,68,0.07941176470588236
2025-07-03,PT-JPL,0.5,43,0.011627906976744186
2025-07-03,SIMS,0.2,82,0.0024390243902439024
2025-07-03,SSEBop,1.1,82,0.013414634146341465
2025-07-03,eeMETRIC,5.9,54,0.10925925925925926
2025-07-02,PT-JPL,0.5,141,0.0035460992907801418
2025-07-02,SIMS,0.2,175,0.001142857142857143
2025-07-02,SSEBop,1.2,177,0.006779661016949152
2025-07-02,eeMETRIC,5.6,165,0.033939393939393936
2025-07-01,PT-JPL,0.4,27,0.014814814814814815
2025-07-01,SIMS,0.2,49,0.004081632653061225
2025-07-01,SSEBop,1.2,52,0.023076923076923075
2025-07-01,eeMETRIC,5.0,53,0.09433962264150944
2025-06-30,PT-JPL,0.4,42,0.009523809523809525
2025-06-30,SIMS,0.2,66,0.0030303030303030303
2025-06-30,SSEBop,1.0,70,0.014285714285714285
2025-06-30,eeMETRIC,5.6,41,0.13658536585365852
2025-06-29,PT-JPL,0.5,82,0.006097560975609756
2025-06-29,SIMS,0.2,115,0.0017391304347826088
2025-06-29,SSEBop,1.2,122,0.009836065573770491
2025-06-29,eeMETRIC,5.6,92,0.0608695652173913
2025-06-28,PT-JPL,0.5,186,0.002688172043010753
2025-06-28,SIMS,0.2,226,0.0008849557522123895
2025-06-28,SSEBop,1.2,228,0.005263157894736842
2025-06-28,eeMETRIC,5.6,199,0.028140703517587937
2025-06-27,PT-JPL,0.5,36,0.013888888888888888
2025-06-27,SIMS,0.2,82,0.0024390243902439024
2025-06-27,SSEBop,1.2,84,0.014285714285714285
2025-06-27,eeMETRIC,5.7,62,0.09193548387096774
2025-06-26,PT-JPL,0.5,43,0.011627906976744186
2025-06-26,SIMS,0.2,77,0.0025974025974025974
2025-06-26,SSEBop,1.2,78,0.015384615384615384
2025-06-26,eeMETRIC,5.6,129,0.043410852713178294
2025-06-25,PT-JPL,0.6,42,0.014285714285714285
2025-06-25,SIMS,0.2,73,0.0027397260273972603
2025-06-25,SSEBop,1.2,76,0.015789473684210527
2025-06-25,eeMETRIC,3.0,1,3.0
2025-06-24,PT-JPL,0.4,41,0.00975609756097561
2025-06-24,SIMS,0.2,64,0.003125
2025-06-24,SSEBop,1.0,66,0.015151515151515152
2025-06-24,eeMETRIC,5.3,54,0.09814814814814815
2025-06-23,PT-JPL,0.4,37,0.010810810810810811
2025-06-23,SIMS,0.2,73,0.0027397260273972603
2025-06-23,SSEBop,1.1,68,0.016176470588235296
2025-06-23,eeMETRIC,4.7,43,0.10930232558139535
2025-06-22,PT-JPL,0.5,34,0.014705882352941176
2025-06-22,SIMS,0.2,73,0.0027397260273972603
2025-06-22,SSEBop,1.2,76,0.015789473684210527
2025-06-22,eeMETRIC,5.2,49,0.10612244897959185
2025-06-21,PT-JPL,0.4,33,0.012121212121212121
2025-06-21,SIMS,0.2,77,0.0025974025974025974
2025-06-21,SSEBop,1.2,74,0.016216216216216217
2025-06-21,eeMETRIC,5.4,57,0.09473684210526316
2025-06-20,PT-JPL,0.5,90,0.005555555555555556
2025-06-20,SIMS,0.2,131,0.0015267175572519084
2025-06-20,SSEBop,1.2,144,0.008333333333333333
2025-06-20,eeMETRIC,5.4,107,0.05046728971962617
2025-06-19,PT-JPL,0.5,141,0.0035460992907801418
2025-06-19,SIMS,0.2,190,0.0010526315789473684
