Date,Model,EECU (hours),Completed,EECU (hours/task)
2025-06-19,SSEBop,1.1,187,0.005882352941176471
2025-06-19,eeMETRIC,5.0,168,0.02976190476190476
2025-06-18,PT-JPL,0.5,33,0.015151515151515152
2025-06-18,SIMS,0.2,80,0.0025
2025-06-18,SSEBop,1.2,82,0.014634146341463414
2025-06-18,eeMETRIC,5.3,71,0.07464788732394366
2025-06-17,PT-JPL,0.5,44,0.011363636363636364
2025-06-17,SIMS,0.2,76,0.002631578947368421
2025-06-17,SSEBop,1.3,84,0.015476190476190477
2025-06-17,eeMETRIC,6.1,69,0.08840579710144927
2025-06-16,PT-JPL,0.5,40,0.0125
2025-06-16,SIMS,0.2,104,0.0019230769230769232
2025-06-16,SSEBop,1.1,116,0.009482758620689657
2025-06-16,eeMETRIC,5.9,61,0.09672131147540984
2025-06-15,PT-JPL,0.5,56,0.008928571428571428
2025-06-15,SIMS,0.2,143,0.0013986013986013986
2025-06-15,SSEBop,1.3,106,0.012264150943396227
2025-06-15,eeMETRIC,5.7,51,0.11176470588235295
2025-06-14,PT-JPL,0.6,19,0.031578947368421054
2025-06-14,SSEBop,1.4,19,0.07368421052631578
2025-06-14,eeMETRIC,5.8,105,0.05523809523809524
2025-06-13,PT-JPL,0.6,30,0.02
2025-06-13,SIMS,0.2,71,0.0028169014084507044
2025-06-13,SSEBop,1.3,74,0.01756756756756757
2025-06-13,eeMETRIC,5.9,19,0.3105263157894737
2025-06-12,PT-JPL,0.5,34,0.014705882352941176
2025-06-12,SIMS,0.2,68,0.0029411764705882353
2025-06-12,SSEBop,1.1,70,0.015714285714285715
2025-06-12,eeMETRIC,5.4,60,0.09000000000000001
2025-06-11,DisALEXI,43.0,4,10.75
2025-06-11,PT-JPL,0.5,37,0.013513513513513514
2025-06-11,SIMS,0.2,65,0.003076923076923077
2025-06-11,SSEBop,1.3,76,0.017105263157894738
2025-06-11,eeMETRIC,6.1,58,0.10517241379310344
2025-06-10,DisALEXI,32.5,1450,0.022413793103448276
2025-06-10,PT-JPL,0.5,44,0.011363636363636364
2025-06-10,SIMS,0.2,52,0.0038461538461538464
2025-06-10,SSEBop,1.4,80,0.017499999999999998
2025-06-10,eeMETRIC,6.1,77,0.07922077922077922
2025-06-09,PT-JPL,0.5,48,0.010416666666666666
2025-06-09,SIMS,0.2,102,0.00196078431372549
2025-06-09,SSEBop,1.3,77,0.016883116883116885
2025-06-09,eeMETRIC,5.5,80,0.06875
2025-06-08,PT-JPL,0.5,129,0.003875968992248062
2025-06-08,SIMS,0.2,148,0.0013513513513513514
2025-06-08,SSEBop,1.3,154,0.008441558441558443
2025-06-08,eeMETRIC,5.7,156,0.03653846153846154
2025-06-07,PT-JPL,0.5,61,0.00819672131147541
2025-06-07,SIMS,0.2,81,0.0024691358024691358
2025-06-07,SSEBop,1.1,87,0.012643678160919542
2025-06-07,eeMETRIC,5.6,49,0.11428571428571428
2025-06-06,PT-JPL,0.6,27,0.022222222222222223
2025-06-06,SIMS,0.2,42,0.004761904761904762
2025-06-06,SSEBop,1.3,50,0.026000000000000002
2025-06-06,eeMETRIC,5.5,52,0.10576923076923077
2025-06-05,PT-JPL,0.6,67,0.008955223880597015
2025-06-05,SIMS,0.2,97,0.002061855670103093
2025-06-05,SSEBop,1.2,88,0.013636363636363636
2025-06-05,eeMETRIC,5.8,63,0.09206349206349206
2025-06-04,PT-JPL,0.5,160,0.003125
2025-06-04,SIMS,0.2,181,0.0011049723756906078
2025-06-04,SSEBop,1.3,186,0.006989247311827957
2025-06-04,eeMETRIC,5.8,167,0.03473053892215569
2025-06-03,PT-JPL,0.5,34,0.014705882352941176
2025-06-03,SIMS,0.2,56,0.0035714285714285718
2025-06-03,SSEBop,1.1,52,0.021153846153846155
2025-06-03,eeMETRIC,5.7,31,0.18387096774193548
2025-06-02,PT-JPL,0.5,33,0.015151515151515152
2025-06-02,SIMS,0.2,60,0.0033333333333333335
2025-06-02,SSEBop,1.1,56,0.019642857142857146
2025-06-02,eeMETRIC,5.1,35,0.1457142857142857
2025-06-01,PT-JPL,0.5,38,0.013157894736842105
2025-06-01,SIMS,0.2,69,0.002898550724637681
2025-06-01,SSEBop,1.2,76,0.015789473684210527
2025-06-01,eeMETRIC,5.2,43,0.12093023255813953
2025-05-31,PT-JPL,0.5,191,0.002617801047120419
2025-05-31,SIMS,0.2,259,0.0007722007722007722
2025-05-31,SSEBop,1.2,237,0.005063291139240506
2025-05-31,eeMETRIC,5.5,212,0.025943396226415096
2025-05-30,PT-JPL,0.4,30,0.013333333333333334
2025-05-30,SIMS,0.2,56,0.0035714285714285718
2025-05-30,SSEBop,1.3,73,0.01780821917808219
2025-05-30,eeMETRIC,5.6,56,0.09999999999999999
2025-05-29,DisALEXI,42.900000000000006,743,0.05773889636608345
2025-05-29,PT-JPL,0.4,188,0.002127659574468085
2025-05-29,SIMS,0.2,191,0.0010471204188481676
2025-05-29,SSEBop,0.9,197,0.004568527918781726
2025-05-29,eeMETRIC,5.5,61,0.09016393442622951
2025-05-28,DisALEXI,32.0,783,0.04086845466155811
2025-05-28,SIMS,0.2,50,0.004
2025-05-28,SSEBop,1.5,54,0.027777777777777776
2025-05-28,eeMETRIC,6.0,90,0.06666666666666667
2025-05-27,PT-JPL,0.6,16,0.0375
2025-05-27,SIMS,0.2,50,0.004
2025-05-27,SSEBop,1.4,48,0.029166666666666664
2025-05-27,eeMETRIC,5.7,4,1.425
2025-05-26,PT-JPL,0.5,20,0.025
2025-05-26,SIMS,0.2,60,0.0033333333333333335
2025-05-26,SSEBop,1.2,64,0.01875
2025-05-26,eeMETRIC,5.8,51,0.11372549019607843
2025-05-25,PT-JPL,0.5,15,0.03333333333333333
2025-05-25,SIMS,0.2,51,0.00392156862745098
2025-05-25,SSEBop,1.2,52,0.023076923076923075
2025-05-25,eeMETRIC,5.3,55,0.09636363636363636
2025-05-24,PT-JPL,0.5,15,0.03333333333333333
2025-05-24,SIMS,0.2,59,0.0033898305084745766
2025-05-24,SSEBop,1.4,56,0.024999999999999998
2025-05-24,eeMETRIC,5.6,50,0.11199999999999999
2025-05-23,PT-JPL,0.6,16,0.0375
2025-05-23,SIMS,0.2,45,0.0044444444444444444
2025-05-23,SSEBop,1.4,47,0.02978723404255319
2025-05-23,eeMETRIC,6.0,55,0.10909090909090909
2025-05-22,PT-JPL,0.5,20,0.025
2025-05-22,SIMS,0.2,46,0.004347826086956522
2025-05-22,SSEBop,1.4,50,0.027999999999999997
2025-05-22,eeMETRIC,5.3,49,0.10816326530612244
2025-05-21,PT-JPL,0.6,32,0.01875
2025-05-21,SIMS,0.2,90,0.0022222222222222222
2025-05-21,SSEBop,1.5,87,0.017241379310344827
2025-05-21,eeMETRIC,6.0,213,0.028169014084507043
2025-05-20,eeMETRIC,5.7,401,0.014214463840399002
2025-05-19,PT-JPL,0.6,23,0.02608695652173913
2025-05-19,SIMS,0.2,42,0.004761904761904762
2025-05-19,SSEBop,1.4,48,0.029166666666666664
2025-05-19,eeMETRIC,5.6,125,0.0448
2025-05-18,PT-JPL,0.6,47,0.01276595744680851
2025-05-18,SIMS,0.2,42,0.004761904761904762
2025-05-18,SSEBop,1.3,76,0.017105263157894738
2025-05-18,eeMETRIC,5.4,72,0.07500000000000001
2025-05-17,PT-JPL,0.5,54,0.009259259259259259
2025-05-17,SIMS,0.2,84,0.002380952380952381
2025-05-17,SSEBop,1.3,96,0.013541666666666667
2025-05-17,eeMETRIC,5.2,81,0.06419753086419754
2025-05-16,PT-JPL,0.5,55,0.00909090909090909
2025-05-16,SIMS,0.2,163,0.001226993865030675
2025-05-16,SSEBop,1.3,80,0.01625
2025-05-16,eeMETRIC,5.1,90,0.056666666666666664
2025-05-15,SIMS,0.2,102,0.00196078431372549
2025-05-15,SSEBop,1.3,31,0.041935483870967745
2025-05-15,eeMETRIC,6.0,28,0.21428571428571427
2025-05-14,PT-JPL,0.5,89,0.0056179775280898875
2025-05-14,SIMS,0.2,283,0.000706713780918728
2025-05-14,SSEBop,1.3,266,0.004887218045112782
2025-05-14,eeMETRIC,5.3,119,0.04453781512605042
2025-05-13,PT-JPL,0.5,79,0.006329113924050633
2025-05-13,SIMS,0.2,2,0.1
2025-05-13,SSEBop,1.3,61,0.021311475409836068
2025-05-13,eeMETRIC,5.4,229,0.023580786026200874
2025-05-10,PT-JPL,0.5,17,0.029411764705882353
2025-05-10,SIMS,0.2,17,0.011764705882352941
2025-05-10,SSEBop,1.3,18,0.07222222222222223
2025-05-10,eeMETRIC,5.4,17,0.31764705882352945
2025-05-09,PT-JPL,0.5,123,0.0040650406504065045
2025-05-09,SIMS,0.2,189,0.0010582010582010583
2025-05-09,SSEBop,1.4,176,0.007954545454545454
2025-05-09,eeMETRIC,5.3,123,0.043089430894308944
2025-05-08,PT-JPL,0.6,18,0.03333333333333333
2025-05-08,SIMS,0.2,40,0.005
2025-05-08,SSEBop,1.5,19,0.07894736842105263
2025-05-08,eeMETRIC,5.5,63,0.0873015873015873
2025-05-07,PT-JPL,0.6,14,0.04285714285714286
2025-05-07,SIMS,0.2,50,0.004
2025-05-07,SSEBop,1.3,49,0.02653061224489796
2025-05-07,eeMETRIC,5.5,14,0.39285714285714285
2025-05-06,DisALEXI,29.2,745,0.03919463087248322
2025-05-06,PT-JPL,0.4,97,0.004123711340206186
2025-05-06,SIMS,0.2,196,0.0010204081632653062
2025-05-06,SSEBop,1.1,214,0.0051401869158878505
2025-05-06,eeMETRIC,5.1,63,0.08095238095238094
2025-05-05,PT-JPL,0.6,44,0.013636363636363636
2025-05-05,SSEBop,1.3,46,0.02826086956521739
2025-05-05,eeMETRIC,5.8,159,0.03647798742138365
2025-05-04,SIMS,0.2,103,0.0019417475728155341
2025-05-04,SSEBop,1.5,41,0.036585365853658534
2025-05-04,eeMETRIC,3.7,1,3.7
2025-05-03,PT-JPL,0.6,40,0.015
2025-05-03,SIMS,0.2,2,0.1
2025-05-03,SSEBop,1.3,43,0.030232558139534883
2025-05-03,eeMETRIC,5.7,79,0.07215189873417721
2025-05-02,PT-JPL,0.6,80,0.0075
2025-05-02,SIMS,0.2,167,0.0011976047904191617
2025-05-02,SSEBop,1.4,149,0.009395973154362415
2025-05-02,eeMETRIC,5.6,80,0.06999999999999999
2025-05-01,PT-JPL,0.5,16,0.03125
2025-05-01,SIMS,0.2,43,0.004651162790697674
2025-05-01,SSEBop,1.3,46,0.02826086956521739
2025-05-01,eeMETRIC,5.7,77,0.07402597402597402
2025-04-30,PT-JPL,0.6,72,0.008333333333333333
2025-04-30,SIMS,0.2,2,0.1
2025-04-30,SSEBop,1.3,73,0.01780821917808219
2025-04-30,eeMETRIC,5.7,99,0.05757575757575758
2025-04-29,SIMS,0.2,32,0.00625
2025-04-29,SSEBop,1.4,20,0.06999999999999999
2025-04-28,SIMS,0.2,32,0.00625
2025-04-28,SSEBop,1.2,16,0.075
2025-04-28,eeMETRIC,5.6,20,0.27999999999999997
2025-04-27,SIMS,0.2,45,0.0044444444444444444
2025-04-27,SSEBop,1.4,19,0.07368421052631578
2025-04-27,eeMETRIC,6.0,16,0.375
2025-04-26,PT-JPL,0.6,176,0.003409090909090909
2025-04-26,SIMS,0.2,194,0.0010309278350515464
2025-04-26,SSEBop,1.4,183,0.007650273224043715
2025-04-26,eeMETRIC,5.8,195,0.029743589743589743
2025-04-25,PT-JPL,0.6,32,0.01875
2025-04-25,SIMS,0.2,34,0.0058823529411764705
2025-04-25,SSEBop,1.2,44,0.02727272727272727
2025-04-25,eeMETRIC,5.3,35,0.1514285714285714
2025-04-24,SIMS,0.2,40,0.005
2025-04-24,eeMETRIC,5.2,11,0.4727272727272727
2025-04-23,PT-JPL,0.5,94,0.005319148936170213
2025-04-23,SIMS,0.2,26,0.007692307692307693
2025-04-23,eeMETRIC,5.4,538,0.010037174721189592
2025-04-22,SIMS,0.2,31,0.0064516129032258064
2025-04-21,SIMS,0.2,70,0.002857142857142857
2025-04-20,SIMS,0.2,31,0.0064516129032258064
2025-04-19,SIMS,0.2,60,0.0033333333333333335
2025-04-18,PT-JPL,0.5,80,0.00625
2025-04-18,SIMS,0.2,556,0.00035971223021582735
2025-04-18,SSEBop,1.2,96,0.012499999999999999
2025-04-18,eeMETRIC,5.4,88,0.06136363636363637
2025-04-17,PT-JPL,0.5,105,0.004761904761904762
2025-04-17,SIMS,0.2,167,0.0011976047904191617
2025-04-17,SSEBop,1.3,131,0.009923664122137405
2025-04-17,eeMETRIC,5.0,117,0.042735042735042736
2025-04-16,PT-JPL,0.4,40,0.01
2025-04-16,SIMS,0.2,68,0.0029411764705882353
2025-04-16,SSEBop,1.0,69,0.014492753623188406
2025-04-16,eeMETRIC,5.3,59,0.08983050847457627
2025-04-15,PT-JPL,0.5,40,0.0125
2025-04-15,SIMS,0.2,57,0.0035087719298245615
2025-04-15,SSEBop,1.2,64,0.01875
2025-04-15,eeMETRIC,5.1,68,0.075
2025-04-14,PT-JPL,0.5,71,0.007042253521126761
2025-04-14,SIMS,0.2,71,0.0028169014084507044
2025-04-14,SSEBop,1.1,94,0.01170212765957447
2025-04-14,eeMETRIC,5.2,94,0.055319148936170216
2025-04-13,PT-JPL,0.5,83,0.006024096385542169
2025-04-13,SIMS,0.2,145,0.0013793103448275863
2025-04-13,SSEBop,1.1,111,0.009909909909909911
2025-04-13,eeMETRIC,4.7,103,0.04563106796116505
2025-04-12,PT-JPL,0.5,31,0.016129032258064516
2025-04-12,SIMS,0.2,61,0.003278688524590164
2025-04-12,SSEBop,1.1,49,0.022448979591836737
2025-04-12,eeMETRIC,5.3,52,0.10192307692307692
2025-04-11,PT-JPL,0.4,33,0.012121212121212121
2025-04-11,SIMS,0.2,25,0.008
2025-04-11,SSEBop,1.0,46,0.021739130434782608
2025-04-11,eeMETRIC,5.1,48,0.10625
2025-04-10,PT-JPL,0.4,22,0.018181818181818184
2025-04-10,SIMS,0.2,24,0.008333333333333333
2025-04-10,SSEBop,1.0,23,0.043478260869565216
2025-04-10,eeMETRIC,5.1,33,0.15454545454545454
2025-04-09,PT-JPL,0.4,50,0.008
2025-04-09,SIMS,0.2,79,0.002531645569620253
2025-04-09,SSEBop,1.2,93,0.012903225806451613
2025-04-09,eeMETRIC,5.3,50,0.106
2025-04-08,SIMS,0.2,39,0.005128205128205128
2025-04-08,SSEBop,1.2,25,0.048
2025-04-08,eeMETRIC,5.2,41,0.12682926829268293
2025-04-07,PT-JPL,0.4,23,0.017391304347826087
2025-04-07,SIMS,0.2,46,0.004347826086956522
2025-04-07,SSEBop,1.1,50,0.022000000000000002
2025-04-07,eeMETRIC,5.0,46,0.10869565217391304
2025-04-06,PT-JPL,0.5,21,0.023809523809523808
2025-04-06,SIMS,0.2,52,0.0038461538461538464
2025-04-06,SSEBop,1.2,50,0.024
2025-04-06,eeMETRIC,5.0,47,0.10638297872340426
2025-04-05,PT-JPL,0.5,32,0.015625
2025-04-05,SIMS,0.2,69,0.002898550724637681
2025-04-05,SSEBop,1.1,60,0.018333333333333333
2025-04-05,eeMETRIC,5.5,58,0.09482758620689655
2025-04-04,PT-JPL,0.5,68,0.007352941176470588
2025-04-04,SIMS,0.2,97,0.002061855670103093
2025-04-04,SSEBop,1.4,101,0.01386138613861386
2025-04-04,eeMETRIC,5.4,84,0.0642857142857143
2025-04-03,PT-JPL,0.5,66,0.007575757575757576
2025-04-03,SIMS,0.2,90,0.0022222222222222222
2025-04-03,SSEBop,1.2,93,0.012903225806451613
2025-04-03,eeMETRIC,5.2,103,0.05048543689320389
2025-04-02,PT-JPL,0.4,41,0.00975609756097561
2025-04-02,SIMS,0.2,54,0.003703703703703704
2025-04-02,SSEBop,1.1,60,0.018333333333333333
2025-04-02,eeMETRIC,5.1,67,0.07611940298507462
2025-04-01,PT-JPL,0.5,35,0.014285714285714285
2025-04-01,SIMS,0.2,45,0.0044444444444444444
2025-04-01,SSEBop,1.1,61,0.018032786885245903
2025-04-01,eeMETRIC,5.3,54,0.09814814814814815
2025-03-31,PT-JPL,0.4,46,0.008695652173913044
2025-03-31,SIMS,0.2,83,0.0024096385542168677
2025-03-31,SSEBop,1.1,79,0.013924050632911394
2025-03-31,eeMETRIC,5.0,70,0.07142857142857142
2025-03-30,PT-JPL,0.5,63,0.007936507936507936
2025-03-30,SIMS,0.2,87,0.0022988505747126436
2025-03-30,SSEBop,1.2,87,0.013793103448275862
2025-03-30,eeMETRIC,5.1,93,0.05483870967741935
2025-03-29,PT-JPL,0.5,99,0.005050505050505051
2025-03-29,SIMS,0.2,124,0.0016129032258064516
2025-03-29,SSEBop,1.2,127,0.009448818897637795
2025-03-29,eeMETRIC,5.2,111,0.04684684684684685
2025-03-28,PT-JPL,0.5,106,0.0047169811320754715
2025-03-28,SIMS,0.2,127,0.0015748031496062994
2025-03-28,SSEBop,1.2,128,0.009375
2025-03-28,eeMETRIC,5.3,132,0.04015151515151515
2025-03-27,PT-JPL,0.5,92,0.005434782608695652
2025-03-27,SIMS,0.2,116,0.001724137931034483
2025-03-27,SSEBop,1.2,118,0.010169491525423728
2025-03-27,eeMETRIC,5.3,110,0.04818181818181818
2025-03-26,PT-JPL,0.5,103,0.0048543689320388345
2025-03-26,SIMS,0.2,127,0.0015748031496062994
2025-03-26,SSEBop,1.1,135,0.00814814814814815
2025-03-26,eeMETRIC,5.4,128,0.0421875
2025-03-25,PT-JPL,0.4,70,0.005714285714285714
2025-03-25,SIMS,0.2,68,0.0029411764705882353
2025-03-25,SSEBop,1.1,90,0.012222222222222223
2025-03-25,eeMETRIC,5.3,100,0.053
2025-03-24,PT-JPL,0.5,24,0.020833333333333332
2025-03-24,SIMS,0.2,62,0.0032258064516129032
2025-03-24,SSEBop,1.1,56,0.019642857142857146
2025-03-24,eeMETRIC,5.3,43,0.12325581395348836
2025-03-23,SIMS,0.2,51,0.00392156862745098
2025-03-23,SSEBop,1.1,29,0.03793103448275863
2025-03-23,eeMETRIC,5.2,30,0.17333333333333334
2025-03-22,PT-JPL,0.5,33,0.015151515151515152
2025-03-22,SIMS,0.2,68,0.0029411764705882353
2025-03-22,SSEBop,1.1,66,0.016666666666666666
2025-03-22,eeMETRIC,5.2,61,0.08524590163934427
2025-03-21,PT-JPL,0.4,28,0.014285714285714287
2025-03-21,SIMS,0.2,56,0.0035714285714285718
2025-03-21,SSEBop,1.1,54,0.020370370370370372
2025-03-21,eeMETRIC,4.9,60,0.08166666666666668
2025-03-20,PT-JPL,0.5,30,0.016666666666666666
2025-03-20,SIMS,0.2,48,0.004166666666666667
2025-03-20,SSEBop,1.0,51,0.0196078431372549
2025-03-20,eeMETRIC,5.1,56,0.09107142857142857
2025-03-19,PT-JPL,0.4,31,0.012903225806451613
2025-03-19,SIMS,0.2,49,0.004081632653061225
2025-03-19,SSEBop,1.1,55,0.02
2025-03-19,eeMETRIC,4.9,51,0.09607843137254903
2025-03-18,PT-JPL,0.5,26,0.019230769230769232
2025-03-18,SIMS,0.2,50,0.004
2025-03-18,SSEBop,1.0,48,0.020833333333333332
2025-03-18,eeMETRIC,5.2,50,0.10400000000000001
2025-03-17,PT-JPL,0.4,34,0.011764705882352941
2025-03-17,SIMS,0.2,60,0.0033333333333333335
2025-03-17,SSEBop,0.8,63,0.012698412698412698
2025-03-17,eeMETRIC,5.2,55,0.09454545454545454
2025-03-16,PT-JPL,0.5,87,0.005747126436781609
2025-03-16,SIMS,0.2,133,0.0015037593984962407
2025-03-16,SSEBop,1.1,133,0.008270676691729324
2025-03-16,eeMETRIC,4.9,103,0.047572815533980586
2025-03-15,PT-JPL,0.5,64,0.0078125
2025-03-15,SIMS,0.2,68,0.0029411764705882353
2025-03-15,SSEBop,1.2,71,0.016901408450704224
2025-03-15,eeMETRIC,5.2,104,0.05
2025-03-14,PT-JPL,0.5,77,0.006493506493506494
2025-03-14,SIMS,0.2,100,0.002
2025-03-14,SSEBop,1.1,100,0.011000000000000001
2025-03-14,eeMETRIC,5.4,77,0.07012987012987014
2025-03-13,PT-JPL,0.4,48,0.008333333333333333
2025-03-13,SIMS,0.2,107,0.001869158878504673
2025-03-13,SSEBop,1.0,68,0.014705882352941176
2025-03-13,eeMETRIC,5.0,67,0.07462686567164178
2025-03-12,PT-JPL,0.4,26,0.015384615384615385
2025-03-12,SIMS,0.2,29,0.006896551724137932
2025-03-12,SSEBop,1.0,45,0.022222222222222223
2025-03-12,eeMETRIC,4.8,45,0.10666666666666666
2025-03-11,PT-JPL,0.4,29,0.013793103448275864
2025-03-11,SIMS,0.2,45,0.0044444444444444444
2025-03-11,SSEBop,0.9,53,0.016981132075471698
2025-03-11,eeMETRIC,4.7,46,0.10217391304347827
2025-03-10,PT-JPL,0.4,24,0.016666666666666666
2025-03-10,SIMS,0.2,43,0.004651162790697674
2025-03-10,SSEBop,1.0,43,0.023255813953488372
2025-03-10,eeMETRIC,4.9,47,0.10425531914893618
2025-03-09,PT-JPL,0.4,28,0.014285714285714287
2025-03-09,SIMS,0.2,48,0.004166666666666667
2025-03-09,SSEBop,1.1,57,0.01929824561403509
2025-03-09,eeMETRIC,5.0,46,0.10869565217391304
2025-03-08,PT-JPL,0.5,40,0.0125
2025-03-08,SIMS,0.2,52,0.0038461538461538464
2025-03-08,SSEBop,1.0,62,0.016129032258064516
2025-03-08,eeMETRIC,5.2,68,0.07647058823529412
2025-03-07,DisALEXI,9.0,5,1.8
2025-03-07,PT-JPL,0.5,61,0.00819672131147541
2025-03-07,SIMS,0.2,83,0.0024096385542168677
2025-03-07,SSEBop,1.1,96,0.011458333333333334
2025-03-07,eeMETRIC,5.0,81,0.06172839506172839
2025-03-06,DisALEXI,18.2,124,0.14677419354838708
2025-03-06,PT-JPL,0.5,108,0.004629629629629629
2025-03-06,SIMS,0.2,223,0.0008968609865470852
2025-03-06,SSEBop,1.1,210,0.005238095238095239
2025-03-06,eeMETRIC,4.9,132,0.037121212121212124
2025-03-05,PT-JPL,0.5,103,0.0048543689320388345
2025-03-05,SIMS,0.2,125,0.0016
2025-03-05,SSEBop,1.1,115,0.00956521739130435
2025-03-05,eeMETRIC,5.0,139,0.03597122302158273
2025-03-04,PT-JPL,0.4,42,0.009523809523809525
2025-03-04,SIMS,0.2,53,0.0037735849056603774
2025-03-04,SSEBop,0.9,53,0.016981132075471698
2025-03-04,eeMETRIC,4.6,57,0.0807017543859649
2025-03-03,PT-JPL,0.4,42,0.009523809523809525
2025-03-03,SIMS,0.2,58,0.003448275862068966
2025-03-03,SSEBop,0.9,60,0.015000000000000001
2025-03-03,eeMETRIC,4.6,49,0.09387755102040815
2025-03-02,DisALEXI,7.9,2,3.95
2025-03-02,PT-JPL,0.4,38,0.010526315789473684
2025-03-02,SIMS,0.1,55,0.0018181818181818182
2025-03-02,SSEBop,0.9,54,0.016666666666666666
2025-03-02,eeMETRIC,4.8,43,0.11162790697674418
2025-03-01,DisALEXI,14.8,82,0.1804878048780488
2025-03-01,PT-JPL,0.4,57,0.007017543859649123
2025-03-01,SIMS,0.2,71,0.0028169014084507044
2025-03-01,SSEBop,1.0,68,0.014705882352941176
2025-03-01,eeMETRIC,4.8,40,0.12
2025-02-28,DisALEXI,20.4,141,0.14468085106382977
2025-02-28,PT-JPL,0.4,157,0.002547770700636943
2025-02-28,SIMS,0.2,180,0.0011111111111111111
2025-02-28,SSEBop,1.0,199,0.005025125628140704
2025-02-28,eeMETRIC,5.3,115,0.04608695652173913
2025-02-27,DisALEXI,17.6,1213,0.014509480626545756
2025-02-27,PT-JPL,0.3,110,0.002727272727272727
2025-02-27,SIMS,0.1,132,0.0007575757575757576
2025-02-27,SSEBop,1.0,131,0.007633587786259542
2025-02-27,eeMETRIC,4.8,76,0.06315789473684211
2025-02-26,PT-JPL,0.4,38,0.010526315789473684
2025-02-26,SIMS,0.2,63,0.0031746031746031746
2025-02-26,SSEBop,1.1,71,0.015492957746478875
2025-02-26,eeMETRIC,5.1,62,0.08225806451612902
2025-02-25,PT-JPL,0.3,26,0.011538461538461537
2025-02-25,SIMS,0.2,74,0.002702702702702703
2025-02-25,SSEBop,1.1,65,0.016923076923076926
2025-02-25,eeMETRIC,5.2,52,0.1
2025-02-24,PT-JPL,0.4,36,0.011111111111111112
2025-02-24,SIMS,0.2,88,0.002272727272727273
2025-02-24,SSEBop,1.0,60,0.016666666666666666
2025-02-24,eeMETRIC,4.9,56,0.08750000000000001
2025-02-23,PT-JPL,0.4,43,0.009302325581395349
2025-02-23,SIMS,0.2,69,0.002898550724637681
2025-02-23,SSEBop,1.0,84,0.011904761904761904
2025-02-23,eeMETRIC,4.9,60,0.08166666666666668
2025-02-22,PT-JPL,0.3,34,0.008823529411764706
2025-02-22,SIMS,0.2,53,0.0037735849056603774
2025-02-22,SSEBop,1.2,65,0.01846153846153846
2025-02-22,eeMETRIC,5.0,57,0.08771929824561403
2025-02-21,PT-JPL,0.3,26,0.011538461538461537
2025-02-21,SIMS,0.2,58,0.003448275862068966
2025-02-21,SSEBop,1.0,50,0.02
2025-02-21,eeMETRIC,4.7,46,0.10217391304347827
2025-02-20,PT-JPL,0.3,43,0.0069767441860465115
2025-02-20,SIMS,0.2,106,0.0018867924528301887
2025-02-20,SSEBop,1.0,54,0.018518518518518517
2025-02-20,eeMETRIC,5.0,46,0.10869565217391304
2025-02-19,PT-JPL,0.3,41,0.007317073170731707
2025-02-19,SIMS,0.2,38,0.005263157894736842
2025-02-19,SSEBop,1.0,60,0.016666666666666666
2025-02-19,eeMETRIC,4.9,36,0.13611111111111113
2025-02-18,PT-JPL,0.3,37,0.008108108108108109
2025-02-18,SIMS,0.2,28,0.0071428571428571435
2025-02-18,SSEBop,1.0,65,0.015384615384615385
2025-02-18,eeMETRIC,5.1,40,0.1275
2025-02-17,PT-JPL,0.3,41,0.007317073170731707
2025-02-17,SIMS,0.1,59,0.0016949152542372883
2025-02-17,SSEBop,0.9,61,0.014754098360655738
2025-02-17,eeMETRIC,4.7,44,0.10681818181818183
2025-02-16,PT-JPL,0.4,199,0.0020100502512562816
2025-02-16,SIMS,0.1,259,0.0003861003861003861
2025-02-16,SSEBop,1.0,237,0.004219409282700422
2025-02-16,eeMETRIC,4.9,132,0.037121212121212124
2025-02-15,PT-JPL,0.4,51,0.00784313725490196
2025-02-15,SIMS,0.2,64,0.003125
2025-02-15,SSEBop,1.0,86,0.011627906976744186
2025-02-15,eeMETRIC,4.8,67,0.07164179104477612
2025-02-14,PT-JPL,0.4,34,0.011764705882352941
2025-02-14,SIMS,0.2,71,0.0028169014084507044
2025-02-14,SSEBop,1.0,62,0.016129032258064516
2025-02-14,eeMETRIC,5.0,50,0.1
2025-02-13,PT-JPL,0.3,49,0.006122448979591836
2025-02-13,SIMS,0.2,85,0.0023529411764705885
2025-02-13,SSEBop,1.0,67,0.014925373134328358
2025-02-13,eeMETRIC,5.1,59,0.08644067796610169
2025-02-12,PT-JPL,0.4,37,0.010810810810810811
2025-02-12,SIMS,0.2,63,0.0031746031746031746
2025-02-12,SSEBop,1.0,76,0.013157894736842105
2025-02-12,eeMETRIC,5.2,51,0.10196078431372549
2025-02-11,PT-JPL,0.4,35,0.011428571428571429
2025-02-11,SIMS,0.2,66,0.0030303030303030303
2025-02-11,SSEBop,1.0,61,0.01639344262295082
2025-02-11,eeMETRIC,4.9,51,0.09607843137254903
2025-02-10,PT-JPL,0.4,38,0.010526315789473684
2025-02-10,SIMS,0.2,90,0.0022222222222222222
2025-02-10,SSEBop,1.2,79,0.015189873417721518
2025-02-10,eeMETRIC,4.8,51,0.09411764705882353
2025-02-09,PT-JPL,0.4,159,0.002515723270440252
2025-02-09,SIMS,0.2,205,0.0009756097560975611
2025-02-09,SSEBop,1.1,206,0.005339805825242719
2025-02-09,eeMETRIC,5.1,137,0.03722627737226277
2025-02-08,PT-JPL,0.4,32,0.0125
